211	 141	 63
28	 133	 68
64	 122	 23
105	 141	 70
166	 166	 53
183	 143	 19
217	 136	 32
237	 115	 49
77	 175	 72
236	 107	 74
56	 131	 24
93	 59	 77
98	 155	 72
104	 79	 46
96	 76	 65
178	 116	 24
169	 167	 41
81	 62	 72
85	 170	 61
50	 178	 72
215	 94	 54
186	 133	 13
214	 184	 65
45	 178	 70
79	 148	 56
115	 140	 60
209	 67	 60
219	 129	 39
213	 79	 55
68	 156	 25
77	 148	 56
112	 128	 12
191	 176	 32
113	 125	 14
182	 136	 19
46	 147	 64
221	 165	 56
76	 167	 34
201	 168	 72
173	 133	 13
102	 65	 43
87	 67	 39
37	 124	 61
42	 120	 63
103	 88	 27
61	 164	 44
193	 167	 43
34	 137	 55
90	 88	 59
104	 155	 59
216	 159	 32
65	 126	 56
195	 117	 25
172	 105	 22
53	 84	 46
78	 59	 75
204	 175	 35
208	 110	 51
178	 101	 29
84	 71	 61
91	 80	 32
224	 121	 46
74	 180	 56
175	 165	 68
187	 187	 48
116	 124	 24
206	 156	 23
66	 134	 31
217	 139	 65
66	 105	 31
236	 115	 63
57	 113	 31
182	 180	 70
64	 160	 36
175	 160	 27
198	 105	 31
68	 100	 53
171	 168	 43
46	 134	 36
28	 140	 65
214	 117	 49
202	 186	 69
104	 146	 32
98	 135	 59
48	 137	 60
48	 166	 38
111	 70	 51
177	 126	 19
174	 125	 16
97	 159	 48
176	 152	 61
198	 129	 22
180	 166	 49
56	 115	 44
159	 129	 12
208	 151	 35
101	 128	 25
37	 137	 62
192	 144	 34
49	 106	 48
176	 139	 24
95	 65	 53
46	 131	 31
183	 180	 53
168	 167	 56
235	 101	 60
191	 84	 43
79	 144	 18
71	 143	 29
70	 157	 24
109	 145	 64
211	 115	 48
80	 56	 81
73	 124	 18
40	 157	 42
179	 157	 20
100	 157	 73
74	 129	 20
96	 128	 61
209	 160	 64
225	 143	 67
197	 130	 19
195	 176	 40
53	 144	 31
92	 169	 62
225	 104	 42
70	 62	 72
192	 115	 26
207	 151	 31
195	 148	 23
86	 105	 24
108	 68	 69
89	 71	 52
180	 127	 23
47	 173	 65
212	 77	 53
85	 135	 36
205	 97	 47
187	 166	 40
208	 137	 29
67	 149	 22
179	 134	 26
64	 96	 41
103	 112	 16
104	 140	 69
216	 176	 71
111	 65	 46
219	 122	 36
93	 63	 71
201	 169	 36
63	 149	 21
235	 124	 61
74	 124	 39
54	 145	 30
175	 76	 40
177	 127	 19
178	 154	 22
109	 139	 72
169	 149	 72
205	 113	 50
156	 134	 17
210	 159	 29
95	 100	 36
227	 81	 66
95	 126	 9
169	 145	 14
175	 98	 25
92	 99	 55
85	 63	 60
74	 171	 54
227	 133	 43
99	 133	 33
232	 135	 59
100	 103	 27
197	 157	 55
182	 84	 37
198	 73	 54
183	 143	 18
103	 138	 61
57	 149	 44
228	 135	 42
180	 164	 43
189	 101	 34
201	 77	 46
188	 178	 46
175	 154	 64
99	 150	 54
71	 164	 38
210	 172	 63
43	 101	 48
92	 158	 71
102	 143	 67
197	 129	 49
201	 174	 50
65	 144	 27
185	 143	 33
97	 151	 43
97	 109	 30
181	 175	 64
185	 97	 27
217	 122	 29
100	 141	 26
86	 93	 30
204	 189	 70
179	 173	 42
188	 137	 25
40	 150	 68
159	 156	 76
90	 151	 31
67	 102	 40
197	 69	 52
81	 102	 32
51	 145	 52
65	 144	 57
187	 150	 28
178	 156	 21
60	 133	 34
212	 166	 41
64	 152	 18
110	 121	 17
173	 151	 70
114	 137	 59
61	 114	 45
72	 100	 51
179	 143	 29
46	 98	 43
74	 179	 73
103	 71	 48
56	 130	 30
201	 76	 53
198	 114	 39
197	 126	 37
89	 175	 77
102	 111	 15
112	 143	 68
86	 74	 64
204	 146	 19
198	 89	 35
90	 136	 23
239	 125	 57
198	 128	 20
232	 139	 54
91	 101	 45
182	 168	 61
32	 129	 58
58	 174	 68
205	 169	 34
180	 118	 26
84	 135	 12
70	 116	 46
204	 108	 45
83	 177	 52
225	 107	 53
81	 144	 65
36	 134	 63
48	 173	 51
196	 158	 25
226	 143	 68
76	 118	 45
193	 148	 24
244	 129	 76
54	 80	 59
212	 85	 44
101	 149	 56
186	 144	 15
193	 148	 18
210	 133	 57
195	 116	 24
225	 167	 55
78	 150	 46
99	 161	 74
214	 134	 43
217	 131	 42
177	 137	 22
97	 127	 26
202	 89	 39
54	 159	 63
184	 152	 17
45	 142	 46
44	 119	 41
207	 123	 54
219	 107	 54
75	 170	 33
83	 56	 79
188	 160	 24
180	 173	 38
171	 168	 36
173	 177	 72
228	 116	 70
192	 140	 16
170	 174	 58
167	 163	 31
230	 138	 41
180	 166	 48
93	 64	 74
161	 155	 77
191	 82	 33
49	 124	 57
74	 174	 55
190	 72	 48
