185	 300	 5
177	 315	 8
186	 291	 8
167	 350	 13
176	 279	 8
318	 286	 9
315	 345	 14
288	 314	 11
208	 281	 10
215	 298	 13
180	 342	 14
309	 344	 15
292	 288	 10
187	 281	 12
160	 275	 12
182	 330	 14
347	 315	 17
342	 366	 18
356	 320	 17
194	 277	 15
188	 358	 17
166	 353	 18
212	 310	 17
366	 314	 18
336	 273	 19
362	 330	 19
168	 364	 19
312	 327	 20
371	 297	 20
358	 290	 22
344	 320	 21
303	 277	 19
161	 320	 20
234	 291	 22
160	 366	 20
146	 359	 20
190	 299	 21
224	 287	 24
199	 271	 24
134	 309	 24
147	 314	 23
384	 289	 26
280	 345	 23
122	 293	 26
159	 304	 26
167	 359	 24
230	 298	 26
329	 315	 26
261	 310	 26
273	 321	 26
382	 284	 29
141	 275	 29
220	 285	 28
208	 297	 27
342	 250	 32
286	 321	 27
318	 331	 28
186	 265	 32
198	 254	 31
313	 311	 30
378	 330	 29
315	 239	 35
335	 221	 36
284	 218	 36
178	 371	 29
146	 370	 28
150	 244	 36
330	 372	 31
205	 336	 31
176	 224	 38
404	 268	 36
298	 369	 32
384	 310	 34
391	 284	 36
320	 269	 37
346	 386	 34
127	 316	 35
228	 305	 34
142	 349	 34
183	 217	 40
310	 210	 40
305	 264	 37
374	 267	 38
406	 275	 38
113	 348	 35
113	 321	 36
396	 248	 40
105	 284	 38
118	 267	 39
188	 219	 42
226	 321	 37
181	 243	 40
334	 316	 38
356	 327	 39
338	 387	 38
362	 241	 43
287	 205	 44
200	 351	 37
214	 307	 38
123	 234	 43
190	 361	 38
332	 226	 45
363	 387	 40
320	 364	 39
368	 376	 40
366	 229	 45
176	 332	 40
213	 334	 41
154	 286	 43
182	 225	 46
393	 316	 41
288	 348	 41
325	 392	 41
334	 204	 48
194	 405	 43
222	 318	 42
169	 201	 46
176	 250	 46
149	 354	 42
303	 231	 49
348	 365	 42
376	 380	 43
308	 323	 44
362	 308	 44
139	 220	 48
169	 211	 48
111	 365	 44
140	 338	 45
388	 237	 48
301	 346	 45
330	 366	 45
388	 266	 48
365	 238	 49
318	 192	 51
124	 382	 44
188	 229	 50
196	 402	 46
183	 408	 46
223	 341	 47
130	 208	 50
182	 197	 50
342	 392	 46
290	 194	 52
333	 385	 47
344	 359	 47
106	 274	 49
149	 208	 52
396	 350	 48
364	 218	 52
315	 228	 54
373	 267	 51
367	 284	 51
410	 306	 50
202	 411	 49
209	 407	 49
137	 200	 52
180	 394	 49
302	 366	 50
394	 288	 52
125	 236	 53
97	 282	 52
130	 240	 54
187	 206	 56
373	 199	 55
322	 400	 53
97	 274	 54
147	 405	 51
197	 412	 52
402	 278	 55
399	 233	 56
308	 363	 55
383	 398	 54
130	 205	 57
328	 243	 58
373	 344	 55
359	 199	 60
146	 270	 58
154	 275	 59
336	 226	 60
341	 186	 61
303	 397	 58
224	 329	 58
116	 241	 60
140	 194	 60
146	 399	 57
398	 257	 61
336	 176	 62
362	 355	 59
309	 343	 60
103	 256	 61
142	 272	 61
167	 223	 62
221	 337	 60
127	 301	 61
127	 234	 63
144	 375	 59
342	 214	 64
306	 373	 62
203	 391	 61
141	 379	 60
186	 397	 61
179	 212	 64
95	 290	 63
208	 350	 63
381	 301	 61
355	 386	 62
358	 251	 64
332	 181	 64
208	 348	 63
104	 363	 62
87	 275	 65
183	 258	 65
126	 298	 65
187	 343	 63
130	 364	 62
403	 339	 63
402	 229	 65
364	 188	 67
359	 412	 66
379	 401	 65
312	 398	 66
207	 380	 65
159	 336	 64
99	 303	 66
176	 231	 67
105	 272	 67
362	 204	 69
311	 373	 69
388	 383	 69
169	 203	 71
361	 340	 69
370	 217	 71
300	 359	 71
356	 393	 71
378	 392	 71
147	 227	 71
171	 185	 73
112	 330	 68
218	 353	 72
161	 243	 72
383	 310	 70
351	 342	 72
301	 376	 73
403	 289	 70
380	 358	 72
138	 229	 74
119	 335	 72
134	 240	 75
403	 209	 76
418	 261	 72
382	 280	 73
109	 361	 74
345	 371	 78
397	 292	 73
353	 412	 79
98	 297	 75
209	 378	 80
109	 384	 78
202	 376	 80
383	 263	 75
300	 352	 80
105	 292	 77
181	 402	 80
121	 221	 79
155	 192	 79
163	 363	 79
123	 319	 77
391	 364	 81
354	 381	 83
215	 334	 84
402	 338	 81
372	 392	 84
309	 369	 84
354	 400	 86
410	 249	 80
192	 395	 85
166	 181	 82
201	 396	 86
111	 356	 82
151	 259	 80
364	 359	 84
337	 384	 86
322	 367	 87
170	 399	 84
124	 250	 82
150	 192	 83
109	 266	 83
116	 283	 83
148	 367	 84
224	 330	 88
377	 336	 84
190	 389	 90
413	 238	 87
361	 400	 94
300	 337	 92
382	 386	 92
392	 392	 94
111	 381	 90
81	 278	 96
409	 230	 89
