282	 316	 13
291	 344	 15
269	 333	 17
166	 371	 18
192	 349	 18
289	 372	 18
331	 347	 18
205	 318	 20
164	 376	 20
168	 349	 19
153	 353	 21
163	 342	 22
319	 267	 23
280	 295	 23
312	 373	 23
175	 339	 24
157	 371	 24
295	 289	 25
281	 278	 24
350	 336	 24
303	 334	 25
150	 355	 26
287	 304	 28
189	 298	 28
212	 329	 29
210	 344	 29
190	 379	 29
314	 368	 29
286	 252	 30
307	 234	 31
312	 230	 31
313	 358	 30
292	 299	 31
159	 295	 31
145	 327	 31
139	 340	 30
326	 328	 31
343	 295	 32
336	 364	 32
331	 288	 34
323	 303	 34
337	 243	 33
174	 337	 32
137	 295	 33
170	 231	 36
145	 304	 34
164	 310	 34
121	 316	 34
217	 214	 36
218	 361	 35
164	 325	 35
155	 274	 36
199	 251	 37
193	 213	 38
226	 212	 36
292	 315	 36
296	 235	 37
220	 355	 35
224	 199	 38
196	 270	 37
161	 387	 37
216	 349	 36
357	 256	 38
360	 300	 38
349	 319	 38
293	 311	 39
384	 333	 38
143	 304	 39
180	 241	 41
155	 303	 39
330	 353	 39
336	 319	 40
372	 262	 40
171	 210	 42
118	 369	 39
104	 343	 39
95	 336	 41
149	 311	 41
133	 270	 42
265	 180	 42
360	 336	 42
388	 325	 41
333	 210	 43
332	 238	 42
380	 265	 42
348	 246	 43
310	 176	 43
223	 328	 39
137	 346	 42
125	 248	 45
365	 281	 45
365	 224	 44
327	 197	 46
231	 178	 46
307	 395	 47
330	 332	 47
323	 192	 47
129	 344	 46
136	 313	 47
125	 234	 48
209	 363	 47
155	 307	 48
360	 260	 49
89	 325	 49
142	 275	 48
203	 181	 51
195	 295	 49
134	 228	 50
389	 317	 50
366	 192	 50
366	 379	 50
330	 377	 49
350	 226	 52
164	 380	 50
120	 257	 51
127	 242	 51
198	 210	 54
204	 372	 52
316	 262	 53
414	 270	 52
332	 356	 51
84	 311	 53
73	 289	 53
163	 252	 51
84	 318	 54
330	 158	 55
343	 290	 57
394	 236	 56
168	 180	 56
218	 359	 55
169	 372	 54
233	 336	 55
199	 362	 56
158	 387	 55
151	 369	 55
183	 306	 54
153	 168	 58
363	 360	 56
362	 223	 57
430	 276	 56
354	 383	 56
425	 293	 57
411	 233	 58
182	 324	 55
99	 287	 57
182	 169	 58
149	 286	 57
401	 235	 59
356	 338	 57
353	 272	 60
348	 303	 59
93	 334	 60
101	 226	 59
136	 363	 61
132	 352	 62
102	 278	 60
155	 150	 61
373	 333	 60
340	 288	 62
305	 371	 59
196	 367	 61
113	 211	 62
102	 223	 63
178	 271	 60
223	 330	 61
175	 380	 62
423	 252	 62
380	 156	 63
158	 176	 62
186	 373	 63
154	 366	 64
174	 356	 65
95	 341	 64
216	 314	 60
154	 203	 64
108	 186	 64
71	 259	 65
407	 314	 64
192	 374	 66
173	 261	 65
131	 226	 65
118	 192	 65
176	 161	 66
114	 365	 67
89	 300	 66
294	 385	 65
370	 340	 66
183	 152	 68
154	 215	 67
219	 254	 67
211	 316	 65
86	 323	 68
124	 223	 68
105	 257	 69
363	 344	 69
368	 349	 69
163	 172	 68
236	 300	 68
128	 165	 68
184	 202	 71
79	 247	 70
360	 267	 74
331	 390	 71
362	 290	 74
89	 270	 72
122	 193	 71
82	 231	 71
128	 324	 73
66	 267	 72
401	 262	 75
317	 372	 71
296	 379	 73
417	 246	 74
173	 143	 73
161	 169	 72
87	 194	 73
150	 373	 75
220	 281	 74
166	 190	 74
141	 325	 76
95	 261	 75
70	 264	 75
168	 369	 78
84	 305	 77
72	 245	 76
427	 237	 77
377	 240	 77
388	 305	 78
424	 248	 78
399	 144	 78
207	 302	 77
150	 349	 79
165	 363	 79
405	 174	 78
385	 178	 78
103	 305	 79
231	 285	 81
423	 235	 81
375	 252	 81
408	 232	 82
385	 284	 82
144	 191	 81
167	 225	 82
183	 377	 82
225	 277	 82
108	 238	 82
92	 232	 82
384	 346	 82
332	 340	 84
338	 368	 84
247	 279	 85
99	 306	 84
344	 379	 85
293	 345	 85
400	 191	 85
365	 332	 85
351	 385	 86
309	 359	 86
285	 331	 86
210	 248	 86
100	 197	 86
390	 306	 88
94	 199	 87
66	 215	 87
105	 322	 87
242	 253	 88
309	 337	 90
176	 274	 91
232	 271	 91
380	 350	 91
98	 338	 91
241	 255	 92
187	 350	 92
74	 245	 91
165	 256	 92
77	 220	 92
418	 302	 94
136	 352	 93
92	 342	 94
191	 331	 95
385	 337	 95
351	 315	 96
240	 266	 96
106	 282	 96
425	 301	 97
378	 347	 97
334	 369	 98
170	 354	 99
171	 359	 10
157	 296	 10
149	 360	 10
325	 344	 10
339	 365	 10
107	 335	 10
199	 296	 10
194	 321	 10
322	 343	 10
127	 324	 10
199	 332	 10
137	 350	 10
